measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,2,Percent,1995,0.0004915255020257,0.0005838640034792,0.0004096371993392
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,3,Rate,1995,305.76571925657,360.33116812942,258.58352495344
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,1,Number,1996,17809.509955060377,20997.94114136918,15072.622585307285
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,2,Percent,1996,0.0004861725598932,0.0005745011887566,0.0004071578637123
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,3,Rate,1996,301.27859471436,355.21641049809,254.97942181565
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,1,Number,1997,18271.904377138504,21510.69226608349,15498.167764398297
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,2,Percent,1997,0.0004855540396294,0.0005725185648171,0.0004095402435644
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,3,Rate,1997,299.42567409279,352.50039618384,253.97184848800998
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,1,Number,1998,18706.246353414503,21889.48557498356,15886.465536996491
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,2,Percent,1998,0.0004842136207902,0.0005717903944929,0.0004088942577609
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,3,Rate,1998,296.93211121578,347.46100539945,252.17254507054
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,1,Number,1999,18834.729965586303,21959.481899146813,15960.542882693866
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,2,Percent,1999,0.0004750143632815,0.0005592506071398,0.0003993936015555
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,3,Rate,1999,289.56107742221,337.60033990233,245.37394493047998
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,1,Number,2000,19903.44144205132,23343.958289252907,16886.278840533774
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,2,Percent,2000,0.0004902651207757,0.0005838268394346,0.000411860382056
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,3,Rate,2000,296.30509181125,347.52450847627,251.38820423404002
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,1,Number,2001,19969.60341247293,23338.092559367837,16971.60057101385
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,2,Percent,2001,0.0004774292197172,0.0005634819127828,0.0004016261585414
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,3,Rate,2001,287.80296398431,336.34980493057003,244.59559095924
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,1,Number,2002,20019.30243932066,23367.650685488952,16947.052030053248
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,2,Percent,2002,0.0004653392003757,0.0005460014494766,0.0003906442409625
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,3,Rate,2002,279.19980284016003,325.89764223811,236.35257021840002
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,1,Number,2003,20162.01956124154,23529.70074637481,17134.654158728765
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,2,Percent,2003,0.0004553495731201,0.0005341330227939,0.0003816236919574
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,3,Rate,2003,271.98860467683,317.41911840878,231.14900082786
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,1,Number,2004,20630.920990340444,24035.83617803429,17511.924657294974
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,2,Percent,2004,0.0004529731620155,0.0005291932418606,0.0003797914645121
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,3,Rate,2004,269.1193025304,313.53459552272,228.43366769435997
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,1,Number,2005,19788.089422328798,23005.142990305496,16760.700272239486
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,2,Percent,2005,0.0004221622196347,0.0004936741169368,0.0003544744534168
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,3,Rate,2005,249.5414578885,290.11072257720997,211.36399234417
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,1,Number,2006,19525.24101810615,22673.508513996087,16596.091340756877
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,2,Percent,2006,0.0004050444142409,0.0004744581764223,0.0003400622303328
6,Incidence,200,Benin,3,Both,22,All ages,332,Meningitis,3,Rate,2006,238.00862642912,276.38535231093,202.30290117509003
