Date,Colombo,Gampaha,Kalutara,Kandy,Matale,NuwaraEliya,Galle,Hambantota,Matara,Jaffna,Kilinochchi,Mannar,Vavuniya,Mullaitivu,Batticaloa,Ampara-Kalmunai,Trincomalee,Kurunegala,Puttalam,Anuradhapura,Polonnaruwa,Badulla,Monaragala,Ratnapura,Kegalle,SRILANKA
2007-01-02 12:00:00,1.6284181208232855,0.5157974169131844,1.795191241821089,2.9738465593471255,0.42277437017014935,0.5390359210003094,0.9550101502444931,0.18130569824985512,0.9887682945773083,0.0,0.0,1.253832582518285,1.8402440250729057,0.0,0.0,0.0,0.5688662309503641,0.7214911534002018,1.7239380280873637,0.0,1.0189664172611799,0.0,0.0,0.459081535891145,0.4962509999593237,0.9078250473707732
2007-01-09 12:00:00,1.7500861810134885,0.6095186365639444,0.6282306553019528,2.030440760979398,1.479351441241685,0.26947628829545206,0.38193429895228953,0.36254853791901104,0.9885813452539317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2843248450196541,1.1148779403964966,1.1932534450031154,0.0,0.0,0.2353410194252792,0.23630588052994497,0.2753908895276219,1.984815618221258,0.8173817969575279
2007-01-16 12:00:00,1.5461785776224335,0.7501027932875022,0.538409485421754,1.0149810730988418,1.478992760901943,0.26943462897526504,0.38186456328153123,0.18124285056378409,0.4941972333056529,0.0,0.0,1.2535319804777807,0.0,0.0,0.0,0.0,0.5684333139196273,0.6557200827712235,1.4581250814898519,0.0,0.5092351038296984,0.23528277325104863,0.23624181867472213,0.18355525464530206,0.8682744316564318,0.656783814072072
2007-01-23 12:00:00,2.1152636410720356,0.5625216132791987,1.345838930781224,1.2321865667503704,0.8449338596855739,0.4040894738004284,0.2863461398036782,0.18121144305702716,0.4941038293046771,0.0,0.0,0.0,1.2259663696657064,0.0,0.0,0.0,0.5682171024032789,0.39337778239544857,1.0602395677930505,0.25122006465827895,0.5091111420225345,0.11761227795059,0.7085333746321821,0.1835165992268235,0.6201371756987557,0.721817560282942
2007-01-30 12:00:00,2.8060498853312947,0.5624661425349653,1.0765233589881855,1.1594317675592734,0.8447290981478276,0.13467567448227138,0.38172516830846726,0.18118004643357474,0.7410156909060233,0.0,0.0,0.0,0.0,0.0,0.19211388259007303,0.0,0.2840005276512536,0.39332353009659354,0.2650061545145174,0.2511657591073322,0.2544936202760491,0.11758318367714099,0.0,0.27521694012903614,0.24803133598080804,0.7216743436308584
2007-02-06 12:00:00,1.4636389690543,0.8904835809886749,0.7175837426109462,0.7244741624009786,0.42226221791499374,0.0,0.3816555089782895,0.36229732137554194,0.2469585635918301,0.0,0.0,0.6265406737880033,1.2253917235837688,0.0,0.0,0.0,0.28389258621492064,0.5243590570133024,0.5299048777309647,0.12555573851473736,0.0,0.1175541037944923,0.0,0.3668786744252485,0.37201170922101157,0.5411483878492965
2007-02-13 12:00:00,1.7071274681829287,0.23431468077505666,0.269056977348245,0.3621517752363387,0.8443198726599537,0.0,0.0,0.36223457162792766,0.24691191451180927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13107169012646985,0.2648987449879131,0.1255286092047454,0.5087396184452861,0.11752503829196943,0.0,0.18340073059635303,0.24798428077783047,0.37572295872590905
2007-02-20 12:00:00,1.1377842517691836,0.3748665306153803,0.6277134764840205,0.3620665094414284,0.0,0.0,0.3815162665610374,0.18108592180650526,0.24686528305195637,0.0,0.0,0.0,1.224817615956094,0.0,0.19198690712239955,0.0,0.28367694931018445,0.2621072419658043,0.39726760930286414,0.12550149161608887,0.25430794886047803,0.0,0.0,0.18336214022694822,0.24796075987100624,0.3606225172305636
2007-02-27 12:00:00,0.8124883454540611,0.23426848704802508,0.4483052591351383,0.5067737973023494,0.21097776086881337,0.0,0.09536167086153798,0.18105456865975095,0.37022800380343523,0.0,0.0,0.0,0.0,0.0,0.1919446192573946,0.16340525843479192,0.0,0.5241422272822474,0.26479142249424836,0.0,0.25424611857872254,0.11746695038465611,0.0,0.09166178304707809,0.12396862171279924,0.29545153228027593
2007-03-06 12:00:00,0.771660078963663,0.3747926352223155,0.7171900259638465,0.5066545375442482,0.21092669432918396,0.0,0.19068856285428476,0.0,0.24677207295283687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4173081987019625,0.39305249291216815,0.13236889692585896,0.2508945831448196,0.25418431835544136,0.11743792795856943,0.0,0.3665700163754638,0.9916549257613525,0.37549953749947673
2007-03-13 12:00:00,0.4466326163840729,0.42160016075585965,0.3585458321496096,0.21708657167316806,0.2108756525045805,0.13455090877007236,0.09532689833360247,0.5429756847773949,0.2467254942936303,0.0,0.0,0.0,0.0,0.0,0.191860099389822,0.0,0.0,0.7204969388722953,0.2646841869277831,0.12542020910221746,0.2541225481687207,0.11740891987001613,0.0,0.5497393994923172,0.37183533587093454,0.3053457665380921
2007-03-20 12:00:00,0.44651472300781897,0.18735938447835002,0.44812083100702305,0.2893806779098176,0.21082463537706503,0.0,0.0,0.18096057432733095,0.1233394666073559,0.0,0.0,0.0,0.0,0.0,0.19181786736266157,0.0,0.0,0.0,0.0,0.12539313832302093,0.0,0.11737992610837439,0.23566682120228713,0.27481191151957474,0.12393336042259245,0.1751636775347456
2007-03-27 12:00:00,0.12174460686914561,0.046835230842663056,0.1792237554722007,0.1446563128054432,0.0,0.0,0.09529215115522206,0.18092926456703035,0.36994858455919516,0.0,0.0,0.0,0.0,0.0,0.19177565392354126,0.0,0.0,0.392890049826903,0.0,0.0,0.0,0.0,0.0,0.0,0.2478432222327559,0.11008107200261832
